244011; Saucisses_Beaupre_sans_gluten; congelo; wapiti, porc, sel, poivre, poudre d'oignon, origan,  poudre de chili, basilic, sauge, clou de girofle, piment fort, ail
244014; Saucisses_Merguez_Sans_Gluten; congelo; wapiti, porc,eau, épices, sel, farine de maïs, farine de riz, erythorbate de sodium
244028; Miel_de_fleurs_de_bleuets; tablette; miel
244046; Terrine_de_foie_gras; congelo; foie gras,sel, et poivre
244050; Sauce_spaghetti_100_CANARD; frigo; canard entier, tomate, oignon, céleri, carotte, ail, feuille laurier, marjolaine, basilic, sel, poivre
244053; Tourtiere_de_canard; congelo; magret de canard haché, gras de canard, oignon, pommes de terre, canelle, clou girofle, feuille laurier 
244055; Canard_entier; congelo; canard
244059; Tarte_aux_fraises_et_a_la_rhubarbe_cuite; frigo; fraises, rhubarbe, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. 
244076; PETITS_PAINS_FARCIS_AUX_OEUFS; congelo; oeufs, mayonnaise, oignon vert, poivrons rouges, aromates, pain blanc
244081; Soupe_poulet_et_nouilles; congelo; bouillon poulet maison, oignon, carotte, nouilles juliennes, poulet, ail, aromates
244085; Sauce_all_arrabiata; frigo; tomate, oignon, artichaut, bacon, piment fort frais, cayenne 
244099; LAPIN_ENTIER; congelo; lapin
244106; POITRINE_DE_DINDE_DESOSSEE; congelo; poitrine de dinde désossée
244119; Steak_de_contre_filet_de_veau; congelo; veau
244132; Canneberges_sechees_a_lorange; tablette; canneberges
244136; Terrine_de_pintade_aux_canneberges; congelo; pintade,fines herbes, canneberges,épices,nitrite, substances laitières
244137; Perdrix_entiere; congelo; perdrix
245016; Filet_Mignon; congelo; wapiti
245022; Cubes_a_mijoter; congelo; wapiti
245032; Chandelle_Hibou; tablette; cire d'abeille pure
245037; Epinard_bio; frigo;  épinard
245039; Sirop_derable_mixte; tablette; sirop d'érable ambré et foncé
245042; Noyaux_dArgousier_seches; tablette; noyaux d'argousier séchés
245053; Tisane_de_feuilles_de_Bleuet_sauvage; tablette; feuilles de bleuet sauvage séchées
245056; Tisane_de_fleurs_de_calendula; tablette; tête de fleurs de calendula
245065; Graisse_de_canard; frigo; gras de canard
245078; Galettes_aux_pommes_et_noix_de_coco; congelo; farine blé moulin la pierre, compote de pommes non sucrée, noix de coco non sucrée, sucre bio, huile canola, vanille
245082; Lasagne; congelo; sauce tomates, boeuf, oignon, carotte, céleri, crème tomates, pâtes, mozzarella, aromates
245085; PATE_AU_SAUMON; congelo; pommes de terre, saumon, lait, beurre, aromates, croûte: farine moulin la pierre, graisse végétale, eau, lait, oeuf
245091; Chocolat_noir_717_pour_cuisiner; tablette; sucre de canne roux, beurre de cacao, pâte de cacao, vanille en poudre
245099; Ravioli_au_bison; congelo; semoule de blé dur,bison, oeufs, chapelure de pain,vin rouge,épices,ail,sel,poivre
245101; Ravioli_courgescardamome; congelo; semoule de blé dur, courge butternut,crème 35%, cardamome, oeufs, chapelure de pain
246002; Oeuf_dautruche_pour_manger; frigo; aucun
246022; Faux_Filet; congelo; wapiti
246034; Foie_gras_au_torchon; congelo; foie gras, vin blanc, sel, poivre
246039; Jus_de_Pimbina_sans_sucre_sac_glacons; congelo; pimbina, eau
246045; Sirop_derable_categorie_Fonce_anciennement_Medium_B; tablette; sirop d'érable
246047; Tartinade_de_Cassis; tablette; cassis, eau, sucre brun de canne, pectine et acide ascorbique
246050; Gelee_a_lerable; frigo; sirop d'érable, eau, carraghénine
246054; Tisane_de_feuilles_de_Pissenlit; tablette; feuilles de pissenlit séchées
246062; Magret_de_canard; congelo; magret de canard
246065; Tarte_aux_bleuets_congelee; congelo; bleuets, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. 
246066; Tarte_aux_framboises_congelee; congelo; framboises, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. 
246068; Tarte_cremeuse_au_sirop_derable_congelee; congelo; sirop d'érable, crème, sucre, amidon. croute: farine de blé enrichie, graisse végétale, eau, oeuf, lait, vinaigre, sel. 
246070; Saucisse_de_canard; congelo; poitrine de canard, gras de canard, oignon, persil, poivre et sel
246079; Effiloche_de_porc; congelo; porc de la jambonnière effiloché, bouillon maison, salsa, cassonade, moutarde de dijon, aromates, servie sur riz avec fèves et carottes
246081; Feves_au_lard_de_Mamy; congelo; haricots, mélasse, oignons, ketchup, sirop d'érable, lard salé de la jambonnière, aromates
246083; Macaroni_chinois_au_porc; congelo; macaroni, porc jambonnière, oignons, sauce soya, rutabaga, céleri, poivron vert, mélasse, huile, olive, ail, aromates
246088; Sauce_a_spaghetti; congelo; boeuf, sauce tomates, oignon, carotte, céleri, crème tomates, aromates
246091; Sauce_forestiere; frigo;  champignons (pleurote et portobello),oignon, crème fraîche, poivre vert,amidon de maïs
246097; Cannelloni_aux_legumes_grilles_CONGELE_sous_vide; congelo; semoule de blé dur, carotte,oignon, aubergine, courgette, céleri, oeufs, chapelure de pain
246109; VIANDE_HACHEE_AUX_POMMES; congelo; lapin, eau, protéine, soya chapelure, blé grillé, sel, épices, pommes
246116; FONDUE_CHINOISE_DE_DINDE; congelo; tranches de dinde pour fondue 
246130; Lanieres_de_veau; congelo; veau
246139; Cailles_jumbo; congelo; caille
246141; Supremes_de_pintade; congelo; pintade
247015; Contre_Filet; congelo; wapiti
247019; Cubes_a_brochette; congelo; wapiti
